id,s_group_id,m_group_id,w_group_id,is_core_row
585965,,,,
579375,,,,
590089,,,,
581966,,,,
583482,,,,
591465,,,,
587658,,med_402,,1
591835,,,,
592704,,,,
587900,,,,
585989,,,,
586600,,,,
589261,,,,
593718,,,,
582964,,,,
587657,,med_402,,
575898,,,,
578472,,med_403,,1
584464,,,,
586407,,,,
577244,,med_403,,
588157,,,,
585353,,,,
587919,,,,
590494,,,,
577236,,,,
580270,,,,
595274,,,,
580994,,,,
582253,,,,
582133,,,,
582697,,,,
575474,,,,
584794,,,,
593108,,,,
584231,,,,
580376,,,,
589740,,,,
584443,,,,
576699,,,,
576422,,,,
590389,,,,
576563,,,,
594609,,,,
595222,,,,
589369,,,,
587458,,,,
591798,,,,
591347,,,,
580323,,,,
586789,str_251,med_404,,1
591403,,,,
586371,str_251,med_404,,
585161,,med_405,,1
596049,,med_405,,
579403,,,,
585062,,,,
594096,,,,
576756,,,,
575788,,,,
585544,str_251,med_404,,
590978,,,,
591047,,,,
583378,,,weak_281,
581253,str_252,med_406,,1
583462,str_252,med_406,,
589957,str_252,med_406,,
580851,,med_407,,1
585902,,,weak_327,
585875,,,,
580844,,,,
585848,,,weak_327,1
580838,,med_407,,
581372,,,weak_281,1
596090,,,,
579245,,,,
580831,,,,
585791,,,,
592691,,,,
578754,,,,
580509,,,,
589858,,,,
589824,,,,
588856,,,,
587651,,,,
589688,,,,
579703,,,,
583662,,,,
576832,,,,
595187,,,,
591863,,,,
584146,,,weak_118,
584142,,,weak_480,1
584137,,,weak_8,1
595827,,,,
594089,,,,
584128,,,weak_480,1
582570,,,,
578791,,,,
588334,,,,
592483,,,,
589934,,,,
581433,,,,
589562,,,,
589407,,,,
575213,,,,
575984,,med_408,,1
575235,,med_408,,
575778,,,,
589378,,,,
579135,,,,
581371,,,,
581416,,,,
579484,,,,
576370,,,,
587521,,,,
587481,,,,
596037,,,,
588268,,,,
584237,,,,
578583,,,,
584803,,,,
594950,,,,
579041,,,,
596006,,,,
588720,,,,
593376,,,,
583763,,,,
576005,,,,
589217,,,,
596129,,,,
585886,,,,
587771,,,,
585944,,,,
577251,,,,
578050,,,,
575733,,,,
596468,,,,
591171,,,,
591185,,,,
593283,,,,
576589,,,,
589619,,,,
589672,,,,
589602,,,,
585014,,,,
577443,,,,
577543,,,,
578108,,,,
587656,,,,
580114,,,,
588830,,,,
577998,,,,
579012,,,,
579239,,,,
579193,,,,
588226,,,,
577936,,,,
592830,,,,
578463,,,,
595531,,,,
594677,,,,
580897,,,,
595571,,,,
579427,,,,
587380,,,weak_465,
585068,,,weak_465,1
577169,,,,
582188,,,,
591435,,,,
587337,,,,
576471,,,,
582942,,,,
584000,,,,
595132,,,,
580139,,,,
578666,,,,
576206,,,,
576124,,,,
578407,,,,
587610,,,,
585236,,,,
577572,,,,
582745,,,weak_489,
584115,,,,
576189,,,,
579895,,,,
595364,,,,
589485,,,weak_489,1
583217,str_253,med_409,,1
595165,,,,
580458,,,,
583701,,,,
581219,,,,
581359,,,,
575588,,,,
594239,,,,
593218,,,,
583041,,,,
583321,,,,
595715,,,,
585812,,,,
581474,str_253,med_409,,
591887,,,,
586857,,,,
580089,,,,
583848,,,,
581283,,,,
594306,,med_413,,1
594303,,med_413,,
592587,,,,
582609,,,,
580840,,,,
577643,,,,
579467,,,,
579939,,med_411,,1
579938,,med_411,,
581445,,,,
578722,str_254,med_410,,1
583629,,,,
581599,str_254,med_410,,
580439,,,,
579426,,,,
580941,,,,
594540,,,,
585636,,,,
576716,,med_412,,1
586236,,med_412,,
578514,,,,
596335,,,,
580804,,,,
595049,,,,
580437,,,,
592746,,,,
589851,,,,
590939,,,,
579037,,,,
577671,,,,
596118,,,,
579177,,,,
593971,,,,
592738,,,,
591067,,,,
575780,,,,
588453,,,,
582941,str_255,med_414,,1
582764,,med_416,,1
582758,,med_416,,
582937,str_255,med_414,,
590706,,med_415,,1
590704,,med_415,,
585125,,,,
578382,,,,
576407,,,,
581066,,,,
589110,,,,
591935,,,,
588384,,,,
589959,,,,
587352,,,,
587124,,,,
584734,,,,
594067,,,,
595134,,,,
578310,,,,
580571,,,,
592624,,,,
579058,,,,
581987,,,,
583105,,,,
592561,,,,
575673,,med_417,,1
575572,,med_417,,
577668,,,,
577685,,,,
579802,,,,
580274,,,,
594693,,,,
576862,,,,
594812,,,,
581025,,,,
585430,,,,
587117,,,,
579364,,,,
587590,str_257,med_419,,1
583871,str_256,med_418,,1
591247,,,,
577138,,,,
592125,,,,
580061,,,,
591656,,,,
583099,,,,
583064,,,,
583821,str_256,med_418,,
589625,,,,
593703,,,,
594512,,,,
576982,,,,
576701,,,,
582607,,,,
582599,,,,
582600,,,,
590171,,,,
587588,str_257,med_419,,
591648,,,,
591643,,,,
591646,,,,
581974,,,,
589876,,,,
581780,,,,
588851,,,,
589764,,,,
583710,,,,
594055,,med_418,,
576358,,,,
584477,,,,
577217,,,,
587162,,,,
595649,,,,
596041,,,,
595433,,,,
595506,,,,
575632,,,,
588541,,,weak_526,
591413,,,,
588220,,,,
585595,,,,
586730,str_258,med_420,,1
591282,,med_420,,
596274,str_258,med_420,,
579575,str_259,med_421,,1
579576,str_259,med_421,,
579857,,,,
579293,,,weak_182,
580862,,,,
580702,,,,
578711,,,weak_182,1
579712,,,,
588215,,,,
588152,,,,
581120,,,,
588444,,,weak_526,1
588075,,,,
580494,str_258,med_420,,
580967,,,,
595610,,,,
594782,,,,
582120,str_260,med_422,,1
582692,str_260,med_422,,
595166,,,,
581822,str_261,med_423,,1
578887,str_261,med_423,,
579213,,,,
583850,,,,
583121,,,,
594931,,,,
587832,,,,
578991,,,,
581913,,,,
576594,,,,
577488,,,,
577166,,,,
578948,,,,
588846,,,,
589978,,,,
575765,,,,
576265,,,,
591336,,,,
584515,,,,
582850,,,,
582138,,,,
582700,,,,
575470,,,,
596252,,,,
590320,,,,
595355,,,,
581289,,,weak_454,
582617,str_262,med_424,,1
582622,str_262,med_424,,
579694,,,,
581432,,,,
581426,,,,
584053,,,weak_454,1
590862,,,,
590187,,,,
577088,,,,
580125,,,,
577538,,,,
595342,,,,
578705,,,,
581391,str_263,med_425,,1
596052,,,,
595298,,,,
576855,,,,
576872,,,,
576916,,,,
576904,,,,
576890,,,,
592946,,,,
595139,,,,
579618,,,,
578914,,,,
579046,,,,
591400,,,,
581290,str_263,med_425,,
593002,,,,
582342,,,,
591319,,,,
582614,,,,
584156,,,,
591016,,,,
589974,,,,
584557,,,,
595519,,,,
595516,,,,
580478,,,,
589771,,,,
590874,,,,
589076,,,,
593039,,,,
592532,,,,
594663,,,,
594655,,,,
595560,,,,
595564,,,,
580565,,,,
586705,,,,
580634,str_263,med_425,,
594042,,,,
579738,,med_426,,1
577182,,med_426,,
588081,,,,
581492,,,,
593338,,,,
592661,,,,
580359,,,,
581231,,,,
585262,,,,
579953,,,,
582834,,,,
586992,,,,
579896,,,,
579955,,med_428,,1
586927,,med_428,,
580608,,,,
585737,,,,
585562,,,,
587669,str_264,med_427,,1
587662,str_264,med_427,,
581984,,,,
589595,,,,
579517,,,,
579521,,,,
586809,,,,
584607,,,,
590518,,,,
583129,,,,
594028,,,,
595667,,,,
577294,,,,
577956,,,,
577934,,,weak_514,
577948,,,weak_514,1
583026,,,,
594805,,,,
579681,,,,
579340,,,,
579331,str_265,med_429,,1
579344,str_265,med_429,,
594680,,,,
579144,,,,
588434,,,,
581106,,,weak_155,
584007,,,weak_155,1
588227,,,,
588101,,,,
587748,,,,
590346,,med_431,,1
589787,,,,
589481,,med_431,,
586314,,,,
584720,,,,
581266,,,,
581899,,med_430,,1
583320,,med_430,,
581914,,,,
581801,,,,
581908,,,,
596204,,,,
585437,,,,
591477,,,,
585474,,,weak_210,
584377,,,weak_210,1
588955,,,,
580735,,,,
596139,str_266,med_432,,1
596136,str_266,med_432,,
584444,,,,
585724,,,,
580244,,,,
591138,,med_433,,1
591112,,med_433,,
586355,,,,
588508,,,,
588398,,,,
585186,,,,
582560,,,,
584587,,,,
592848,,,,
586399,,,,
594390,,,,
577435,,,,
595069,,,,
595052,,,,
596353,,,,
586313,,,,
591025,str_267,med_434,,1
588568,,,,
575199,,,,
589811,,,,
579383,,,,
588571,,,,
596449,,,,
586103,,,,
586045,,,,
587127,,,,
592620,,,,
575716,,,,
584763,,,,
582631,,,,
591024,str_267,med_434,,
588764,,,,
588762,,,,
588796,,,,
595039,,,,
588103,,,,
579602,,med_435,,1
585962,,med_435,,
581878,,,,
596464,,,,
595389,,,,
593748,,,,
588922,,,,
579053,,,,
579273,,,,
594524,,,,
584082,,,,
594621,,,,
576202,,,,
576911,,,,
576906,,,,
578155,,,,
590989,,,,
596316,,,,
581172,,,,
595972,,,,
580785,,,,
589431,,,,
580502,,med_439,,1
580505,,med_439,,
587034,,,,
577106,,,,
595395,,,,
595154,,,,
592098,,,,
592065,,,,
586692,,med_440,,1
582397,,,,
579480,,,,
593422,,,,
594488,,,,
589054,,,,
595573,,,,
581043,,,,
583731,,,,
584609,,,,
581198,,,,
593925,,,weak_215,
581412,,,,
589106,,,,
593825,,,,
596065,,,,
589451,,,,
586553,,,,
576727,,,,
596104,,med_437,,1
580166,,med_437,,
585750,,med_438,,1
588838,,med_436,,1
588836,,med_436,,
585752,,med_438,,
589016,,,,
593924,,,weak_215,1
579743,,med_440,,
586015,,,,
591985,,,,
586975,str_268,med_441,,1
586973,str_268,med_441,,
586971,str_268,med_441,,
586980,str_269,med_442,weak_356,1
586979,str_269,med_442,,
586976,str_269,med_442,,
586984,str_270,med_443,weak_356,1
586983,str_270,med_443,,
586981,str_270,med_443,,
579464,,,,
579476,,,,
595880,,,,
580710,,,,
595013,str_271,med_444,,1
594779,str_271,med_444,,
576133,,,,
595971,,,,
594791,,,,
594726,,,,
594588,,,,
592063,,,,
592071,,,,
593299,,,,
591903,,,,
591885,,,,
591896,,,,
583126,,med_446,,1
581157,,,,
585768,,,,
596528,,med_447,,1
595181,,med_447,,
581702,,med_445,,1
581590,,med_446,,
581622,,,,
590884,,,,
585456,,,,
587858,,,weak_213,
590150,,,weak_213,1
581698,,med_445,,
591697,,,,
583857,,,,
593045,,,,
592377,,,,
576248,,,,
584422,,,,
585533,,,,
576084,,,,
577264,,,,
594715,,,weak_492,
585360,,,,
591526,,,,
594396,,med_448,,1
591446,,,,
591439,,,,
593324,,,weak_311,1
592284,,,,
592128,,med_449,weak_492,1
592135,,med_449,,
582527,,,weak_73,
576585,,,,
594376,,,,
576807,,,weak_73,1
590602,,,,
594339,,med_448,,
577532,,,,
596027,,,,
578649,,,,
583657,,,,
575796,,,,
575980,,,,
575834,,,,
591623,,,,
578456,,,,
586867,,,,
589396,,,,
589375,,,,
578596,,,,
591381,,,,
576506,,med_451,,1
580205,,,,
580296,,,,
584767,,,,
584752,,,,
576476,,med_451,,
575864,,,,
596543,,,,
575394,,,,
576996,,,,
596463,,,,
575382,,,,
577933,,,,
576533,,,,
575354,,,,
579068,,,,
595579,,,,
582698,,,,
585142,str_272,med_450,,1
585157,,,,
585150,,med_450,,
585136,,,,
585168,str_272,med_450,,
591065,,,,
593720,,,,
590031,,,,
596249,,,,
584502,str_273,med_452,,1
577711,str_273,med_452,,
580697,,,,
590143,,,,
595871,,,weak_439,
594760,,,,
579986,,,,
591190,,,,
591513,,,,
594394,,med_453,,1
592257,,,,
585345,,,,
592322,,,,
592050,,,,
592033,,,,
579539,,,,
579645,,,,
580117,,,,
579846,,med_454,,1
579897,,med_454,,
580017,,,,
579994,,med_454,,
589282,,,,
594328,,med_453,,
595400,,,weak_439,1
587865,,,,
590071,,,,
580739,,,,
591453,,,,
584162,,,,
583786,,,,
583832,,,,
582196,,,,
580950,,,,
576586,,,,
580828,,,,
593473,,,,
595510,,,,
579306,,,,
576610,,,,
579188,,,,
584547,,,,
584280,,,,
582785,,,,
578732,,,,
584869,,,,
580227,,,,
589963,,,,
592422,,,,
579297,,med_455,,1
588985,,med_455,,
576915,,,,
583471,,,,
584492,,,,
594833,,,,
584941,,,,
576593,,,,
591973,,,,
587449,,,,
577739,,,,
589025,,,,
577642,,,,
594971,,,,
575699,,,,
588381,,,,
585485,,,,
594923,,,,
593319,,,weak_324,
591127,,,,
595881,,,,
591110,,,,
591339,,,,
593893,,,,
590782,,,,
583029,,,,
581491,,,,
596193,,,,
596188,,,,
596356,,med_461,,1
596349,,med_461,,
590887,,,,
581645,,med_463,,1
586811,,med_460,,1
594749,,,,
591228,,,,
581832,,,,
591234,,,,
591044,,,,
581243,,,,
580355,,,,
592165,,,,
581293,,med_462,,1
581212,,med_462,weak_317,
595423,,,weak_317,1
590271,,,,
590411,,,,
580298,str_274,med_456,,1
586437,,,,
595067,,,,
594718,,,,
577988,,,weak_410,
587339,,,,
594183,,,,
592008,,,,
582832,,med_458,,1
591119,,,,
593314,,,,
594159,,,,
576886,,,,
579931,,,,
581350,,,,
581075,,,,
581308,,,,
581250,,,weak_410,1
590424,,,,
590421,,,,
594225,,,,
590343,,,,
590379,,,,
577261,,,,
592760,,,,
591107,,,,
592676,,,,
582552,,,,
577120,,,,
586920,,,,
594365,,,,
594352,,,,
579984,,,,
590896,,,,
579863,,,,
586925,,,,
594023,,,,
593144,,,,
581810,,,weak_324,1
585308,,,,
590619,,,,
594678,,,,
594664,,,,
595015,,,,
583936,,,,
583986,,,,
586472,,,,
586317,,,,
576953,,,,
591076,,,,
592237,,,,
593207,,,,
576601,,,,
592753,,,,
593945,,,,
596077,,,,
579687,,,,
592530,,,weak_4,
592527,,,weak_4,1
596426,,,,
589342,,,,
578899,,,,
579872,,,,
582024,,,,
582037,,,,
581999,,,,
582013,,,,
581990,,,,
590478,,,,
594803,,,,
594361,,,,
585705,,,,
595734,,,,
595697,,,,
590846,,,,
593016,,,,
584564,,,,
578671,,,,
591229,,med_463,,
579324,str_274,med_456,,
585584,,med_460,,
594150,,,,
595593,,med_458,,
583154,,,,
578808,,med_459,,1
578804,,,,
578797,,med_459,,
578790,,,,
578827,,,,
579115,,,,
578617,,,,
577506,,,,
577504,,,,
577507,,,,
578616,,,,
585292,,,,
582656,,,,
582658,,,,
593575,,,,
593608,,,,
593529,,,,
593522,,,,
593590,,,,
593525,,,,
582652,,,,
589455,,,,
587430,,,,
589249,,,,
589670,,,,
587567,,,,
578618,,,,
579111,,,,
579112,,,,
583903,,,,
583907,,,,
583897,,,,
589467,,,,
589460,,,,
585300,,,,
589244,,,,
589241,,,,
589897,,,,
589893,,,,
585279,,,,
587887,,,,
577069,,,,
580279,,,,
584597,,,,
583062,,,,
579836,,,,
586518,,,,
592371,,,,
596390,str_275,med_457,weak_347,1
596180,,,weak_287,
587349,,,weak_347,1
576216,,,weak_287,1
576241,str_275,med_457,,
585570,,,,
583682,,,,
583661,,,,
593944,,,,
589254,,,,
589080,,,,
588926,,,,
595318,,,,
580532,,,,
589463,,,,
591393,,med_468,,1
591377,,med_468,,
591375,str_276,med_464,,1
591401,,med_468,weak_119,
591408,,med_469,,1
591383,str_277,med_465,,1
591414,str_278,med_469,,1
591368,str_276,med_464,,
591407,,,weak_119,1
591376,str_277,med_465,,
591410,str_278,med_466,,
596473,,,,
590270,,,,
587716,,,weak_353,
589399,,,,
589397,,,,
595217,,,,
575603,,,,
575896,,,,
575566,,,,
575903,,,,
575582,,,,
576204,,,,
575888,,,,
576297,,,,
576300,,,,
576299,,,,
576298,,,,
580083,,,,
589831,str_279,med_467,,1
593847,str_279,med_467,,
583534,,,,
587715,,,weak_353,1
595584,str_280,med_470,,1
583355,,,,
581873,,,,
590280,,,,
588880,,,,
595843,str_280,med_470,,
591582,,,,
575914,,,,
577170,,,,
575935,,,,
577195,,,,
577175,,,,
591191,,,,
591186,,,,
592367,,,,
592410,,,,
584966,,,,
583028,,,,
582972,,,,
577453,,,,
596358,,,weak_471,
581183,,,,
581316,,,,
580221,,,,
580299,,,,
583139,,med_471,,1
589537,,med_471,,
584694,,,,
581115,,,,
579444,,,weak_471,1
575552,,,,
586810,,,,
589390,,,,
590372,,,,
585843,,,,
584341,,,,
592096,,,,
593123,,,,
580594,,,,
577332,,,,
580282,,,,
587388,,,,
585099,,,,
584522,,,,
583865,,,,
582157,,,,
595895,,,,
593606,str_281,med_472,,1
580028,,,,
576978,,,,
591854,,,,
577999,,,,
579272,,,,
575377,,,,
575395,,,,
576485,,,,
577087,,,,
582871,,,,
591169,,,,
592387,,,,
582888,,,,
587265,,,,
587275,,,,
591715,,,,
578735,,,,
584665,,,,
596195,,,,
583445,,,,
585695,,,,
583861,,,,
584870,,,weak_374,
592372,,,weak_218,
585310,,,,
585265,,,,
585243,,,weak_218,1
584812,,,weak_374,1
580101,,,,
580059,,,,
580146,,,,
580130,,,,
580161,,,,
584075,,,,
582848,,,,
575318,,,,
581443,,,,
581380,,,,
581401,,,,
587138,,med_474,,1
587118,,med_474,,
587891,,,,
593520,str_281,med_472,,
576725,,,,
590837,str_282,med_473,,1
590831,str_282,med_473,,
596030,,,,
579397,,,,
591176,,,,
594378,,,,
584277,,,,
590384,,,,
581254,,,,
594981,,,,
593929,,,,
586009,,,,
584831,,,,
592837,,,,
584323,,,,
580191,,med_476,,1
577705,,med_476,,
593246,,,,
581040,,,,
579601,,,,
581335,,,,
591829,,,,
579358,,,,
589020,,,,
577203,str_283,med_475,,1
577204,str_283,med_475,,
592099,,,,
591146,,,,
581292,,,,
589912,,,,
596165,,,,
592680,,,,
591848,,,,
590591,,,,
584171,,,,
593890,,med_477,,1
593570,,,,
593888,,med_477,,
583946,,,,
576198,str_284,med_478,,1
587923,str_284,med_478,,
578966,,,,
589949,,,,
577778,str_285,med_479,,1
575262,str_285,med_479,,
583236,,,,
584210,,,,
591037,,,,
593132,,,,
580800,,,,
594387,,,,
594519,,,weak_456,
587141,,,,
594467,,,,
594316,,,,
578154,,,,
595756,,,weak_456,1
591991,str_287,med_481,,1
592029,str_286,med_480,,1
587737,str_286,med_480,,
587730,str_287,med_481,,
593958,,,,
577692,,,,
575363,,,,
575531,,,,
575226,,,,
593783,,,,
596547,,,,
591341,,,,
579832,,,,
588713,,,,
589640,str_289,med_483,,1
581685,str_288,med_482,,1
586758,,med_482,,
578320,,med_485,,1
578338,,med_485,,
579512,,,,
580552,str_288,med_482,,
596164,,,,
579888,,,,
592872,,,,
582153,,,,
592646,,,,
585470,,,,
582160,,,,
594453,,,,
588789,,,,
581236,,,,
581045,,,,
589228,,,,
578207,,med_484,,1
578208,,med_484,,
589644,str_289,med_483,,
580397,str_288,med_482,,
578197,,,,
580216,,,,
594169,,,,
580200,,,,
583184,str_290,med_486,,1
582981,,med_486,,
583178,,med_486,,
583174,str_290,med_486,,
577694,,,weak_497,
582239,,,,
582549,,,,
582749,,,,
583670,,,,
577510,,,,
592417,,med_487,,1
592486,,med_487,,
577688,,,weak_497,1
585545,,,,
585563,,,,
587464,str_291,med_488,,1
587779,str_291,med_488,,
587770,,,,
578213,,,,
577645,,,,
575634,,,,
580903,,,,
579043,,,,
577541,,,,
578439,,,,
595326,,,,
596209,,,weak_437,
596203,str_292,med_489,weak_277,1
596200,,med_498,weak_74,1
596196,str_292,med_489,,
596191,,med_498,weak_381,
596185,,,weak_277,1
594945,,med_495,weak_349,1
594920,str_294,med_491,weak_381,1
594899,,med_496,weak_82,1
594883,,med_491,,
594860,,med_497,weak_349,1
594835,str_296,med_496,weak_388,1
594808,str_293,med_490,weak_437,1
592320,str_293,med_490,,
592285,,med_497,,
592261,,med_495,,
591091,str_294,med_491,,
589788,,med_491,,
589810,str_295,med_492,weak_388,1
589707,,med_499,,1
591058,,med_496,,
585312,,,,
585289,,med_495,,
585258,,med_499,,
585203,,med_491,,
586070,,med_497,,
586054,,,,
585231,,med_491,,
586063,,med_496,,
587311,str_295,med_492,,
587305,,med_491,,
589733,str_296,med_493,,
586085,,med_491,,
583150,,,,
582078,,,,
584250,,,,
584311,,,,
587166,,med_500,,1
587129,str_297,med_500,,1
587123,str_297,med_494,,
595253,,,,
591486,,,,
586567,,,,
575580,,,,
580292,,,,
580265,,,,
586646,,,,
590605,,,,
589426,,,,
577356,,,,
577091,,,,
580027,,,,
576785,,,,
585443,,,,
592286,,med_503,,1
583847,,,,
596481,str_298,med_501,,1
596478,str_298,med_501,,
596476,,med_501,,
592254,,med_503,,
580463,,,,
576174,,,,
586689,,,,
579211,,,,
589139,,,,
576630,,,,
588840,,,,
589083,,,,
589118,,,,
588998,,,,
590439,,,,
590353,,,,
575837,,,,
575840,,,,
579422,,,,
578300,,,,
575972,,,,
575860,,,,
576453,,,,
580020,,,,
579430,,,,
586385,,,,
586417,,,,
582418,,,,
583080,,,,
583012,,,,
576556,,,,
576562,,,,
575892,,,,
576564,,,,
583235,,,,
592441,,,,
592448,,,,
592426,,,,
592522,,,,
578430,,,,
576913,,,,
576889,,,,
591468,str_299,med_502,,1
591469,str_299,med_502,,
582285,,,,
578896,,,,
589208,,,,
583627,,,,
590119,,,,
575245,,,,
576895,,,,
577045,,,,
592402,,,,
575294,,,,
582908,,,,
576508,,,,
579856,,,,
575223,,,,
583565,,,,
580087,,,,
591355,,,,
588238,,,,
596242,,,,
580779,,,,
580774,,,,
583328,,,,
587149,,,,
586767,,,,
588033,,,,
585530,,,,
584950,,,,
586420,,,,
586379,,,,
589627,,,,
589671,,,,
577425,,,,
577438,,,,
583077,,,,
583098,,,,
584876,,,,
583742,str_300,med_504,,1
583743,str_300,med_504,,
578342,,,,
581528,,,,
596330,,,,
585429,,,,
584989,,,,
590250,,med_506,,1
590200,,med_506,,
595585,,med_505,,1
587597,,,,
583106,,,,
583086,,,,
583131,,,,
584856,,,,
588645,,,,
578559,,,,
596548,,,,
579315,,,,
591343,,,,
590193,,,,
596392,,,,
585301,,,,
582887,,,,
584125,,,,
586865,,,weak_28,
589639,,,weak_28,1
585476,,med_507,,1
585482,,med_507,,
579547,,,,
576463,,,,
578633,,,,
578944,,,,
580864,,,,
588534,,,,
577519,,,,
595848,,med_505,,
585076,,,,
585058,,,,
578724,,,,
592629,,,,
588657,,,,
593004,,,,
590861,,,,
593293,,,,
582897,,,,
578903,,,,
586060,,,,
586032,,,,
586065,,,,
596510,,,,
596504,,,,
596497,,,,
596494,,,,
594427,,,,
592673,,,weak_43,
592708,,,weak_43,1
582881,,,,
588858,,,,
576160,,,,
585027,,,,
592578,,,,
587692,,,weak_509,
587683,,,,
587698,,,weak_509,1
595482,,,,
595180,,,,
584475,,,,
595759,,,,
594050,,,,
595009,,,,
585549,,,,
585556,,,,
586880,,,,
587425,,,,
587369,,,,
578411,,,,
578178,,,,
578169,,,,
589169,,,,
578628,,,,
590717,,,,
580396,,,,
593518,,,,
595663,,,,
576695,,,,
586445,,,,
587839,,,,
582869,,,,
591921,,,weak_504,
595368,,,,
590528,,,,
589068,,,,
591522,,,weak_504,1
587918,,,,
576442,,,,
575208,,,,
583371,,,,
577579,,,,
575219,,,,
588655,,,,
587286,,,,
576127,,,,
582740,,,,
590257,,,,
593609,,,,
583673,,,,
594604,,,,
596153,,,,
595558,,,,
587536,,med_510,,1
591173,,,,
576762,,,,
581148,,,,
595402,,,,
575606,str_301,med_508,,1
587906,,,,
575842,,,,
575506,str_301,med_508,,
588817,,,,
579198,,,,
578159,str_302,med_509,,1
578158,str_302,med_509,,
587531,,med_510,,
584967,,,,
581504,,,,
577670,,,,
575419,,,,
577597,,,,
582460,,,,
594599,,,,
595119,,,,
582567,,med_511,,1
579632,,,,
584600,,,,
578550,,med_511,,
575573,,,,
575267,,,,
593970,,,,
584838,,,,
587863,,,,
596227,,,,
591471,,,,
576436,,,,
594531,,,,
581395,,,weak_212,
581399,str_304,med_513,weak_481,1
576078,,med_514,,1
576073,,,,
576083,,med_515,weak_481,1
590243,,med_516,,1
590196,,med_516,,
576739,,,,
584071,,,weak_14,
577851,,,,
576852,,,,
594448,,,,
580112,,,,
596172,,,,
583628,,,,
583685,,,,
583694,,,,
583703,,,,
581110,,,,
581138,,,,
581299,,med_513,,
576022,str_303,med_512,weak_212,1
576030,,med_513,,
576025,,med_514,,
581294,,med_515,,
577299,,,,
592660,,,,
575741,,,,
577412,,,,
582314,,,,
580802,,,,
595031,,,,
594976,,,,
577777,,,,
578741,,,,
589104,,,,
591109,,,,
592962,,,,
576089,,,,
581072,,,,
584278,,,,
581396,,,,
580663,,,,
580487,,,,
589855,,,,
589863,,,,
583023,,,,
583260,,,,
580440,,,,
580393,,,,
593432,,,,
579287,,,,
579799,,,,
579262,,,,
580635,,med_513,,
580636,,,,
575977,,med_514,,
575975,str_303,med_512,,
575979,str_304,med_513,,
575392,,,,
581419,,,,
590941,,,,
587264,,,,
590930,,,weak_359,
587126,,,,
587119,,,,
587104,,,weak_359,1
583528,,,weak_14,1
582680,,,,
580986,,,,
580847,,,,
588476,,,,
587551,str_305,med_517,,1
579513,,,,
581383,,,,
595426,,,,
586656,str_305,med_517,,
579773,,,,
592933,,,,
576979,,,,
589553,,,,
589012,,,,
593407,,,,
591754,,,,
591751,,,,
591758,,,,
581989,,,,
584982,,,,
577539,,,,
578679,,,,
586521,,,,
582650,,,,
591434,,,,
584491,,,,
584493,,,,
577864,,,,
586157,str_305,med_517,,
585384,,,,
585381,,,,
585380,,,,
578504,,,,
576850,,,,
578510,,,,
578512,,,,
592875,,,,
592878,,,,
592876,,,,
592879,,,,
595552,,,,
595551,,,,
595555,,,,
595554,,,,
595548,,,,
588958,,,,
585376,,,,
585373,,,,
580580,,,,
578507,,,,
578509,,,,
578506,,,,
576844,,,,
576845,,,,
576835,,,,
585414,,,,
585387,,,,
593993,,,,
594526,,,,
579877,,,,
587540,str_306,med_518,,1
582885,,,,
578001,,,,
595094,,,,
582646,,,,
595668,,,,
584698,,,,
584680,,,,
584666,,,,
576720,,,,
593259,,,,
587558,str_306,med_518,,
594334,,,,
590357,,,,
590759,,,,
588576,,med_519,,1
585925,,med_519,,
592556,,,,
577078,,,,
591207,,,,
595058,,,,
582419,,,,
577732,,,,
580708,,,,
592845,,,,
590517,,,,
583722,,,,
582185,,,,
589820,,,,
584766,,,,
589987,,,,
593915,,,,
587279,,,,
593369,,,,
590044,,,,
588626,,med_521,,1
590157,,med_521,,
582582,str_307,med_520,,1
583546,str_307,med_520,,
592427,,,,
580825,,med_520,,
586999,,,,
582426,,,,
579561,,,,
581897,,,,
581819,,,,
575559,,,,
579546,,,,
589004,,,,
582792,,,,
591611,,,,
591574,,,,
581836,,,,
594802,,,,
590637,,,,
578796,str_308,med_522,,1
581719,str_308,med_522,,
590876,,,,
583503,,,,
586127,,,,
578538,,,,
588029,,,,
576658,,,,
595493,,,,
594143,,,,
590623,,,,
590231,,,,
590210,,,,
592891,,,,
586691,,,,
589309,,,,
592147,,med_524,,1
586421,,,,
584478,,,,
583232,,med_526,,1
583223,,med_525,,1
583194,,med_525,,
583245,,med_526,,
583240,,med_525,,
583214,,med_525,,
583059,,med_525,,
584926,,,,
585055,,,,
585269,,,,
585238,,,,
585228,,,,
585067,,,,
584951,,,,
583329,,,,
594283,,,,
593126,,med_524,,
593125,,med_524,,
588523,,,,
588388,,,,
582018,str_309,med_523,,1
579072,str_309,med_523,,
596455,,,,
587024,,,,
591808,,med_528,,1
591814,,med_528,,
591876,,med_528,,
591300,,med_532,,1
596286,,med_532,,
588942,,,,
589447,,med_531,,1
589072,,,,
591026,,med_530,weak_20,1
589301,,med_530,weak_411,
589250,,,,
589370,,,,
589542,,,,
589659,,,weak_411,1
588983,,med_529,,1
590906,,,,
589023,,,,
589360,,,,
590970,str_310,med_530,,1
589219,,,,
589689,,med_531,,
589003,,,,
588953,,,,
589502,,,,
589470,,,,
589386,,,weak_20,1
589236,str_310,med_527,,
589040,,,,
589694,,,,
589643,,med_529,,
578480,,,,
586954,,,,
579757,,,,
586836,,,,
