id,s_group_id,m_group_id,w_group_id,is_core_row
581123,str_462,med_786,,
581108,str_462,med_786,,
581113,str_462,med_786,,
587277,,,,
585035,,,,
596278,,,,
596073,,,,
596537,,,,
582259,,,,
585286,,,,
586579,,,,
593105,,,,
593479,,,,
594882,,,,
596222,,,,
596250,str_464,med_788,,1
587267,,med_788,,
590646,str_466,med_790,,1
586680,str_464,med_788,,
584317,,,,
591995,,,,
577123,,,,
592297,str_465,med_789,,1
592300,str_465,med_789,,
593540,,,,
590540,,,,
590566,,,,
585264,,,,
588083,,med_791,,1
588074,,med_791,,
588071,,,,
588069,,med_791,weak_246,
588067,,med_791,,
588076,,,weak_246,1
586033,,,,
592729,,,,
592713,,,,
594007,,,,
582604,,,,
590397,,,,
587807,,,,
595755,,,,
593100,,,,
586737,,,,
582936,,,,
575228,,,,
581067,,,,
593092,,,,
578595,,,,
586387,,,,
594477,,,,
587297,,,,
575206,,,,
575212,,,,
588808,,,,
586397,,,,
581529,,,,
588096,,,,
590167,,,,
593351,,,,
589329,,,,
589406,,,,
581764,,,,
581549,,,,
585607,,,,
590048,,,,
580637,,,,
594019,,,,
596385,,,,
575633,,,,
577189,str_466,med_790,,
575649,,,,
580476,,,,
579309,,,,
595796,,,,
593394,,,,
591691,,,,
584860,,,,
593203,,,,
588218,,,,
581796,,med_801,,1
582073,,,,
582074,,med_798,,1
590523,,med_798,,
590519,str_467,med_798,,1
590514,str_468,med_798,,1
590578,str_469,med_798,,1
590544,str_467,med_792,,
582084,,,,
582069,,med_798,,
582062,,med_798,,
590571,,med_798,,
590550,,,,
590510,,,,
590535,,med_798,,
590581,str_468,med_793,,
589842,str_467,med_792,,
590529,str_469,med_794,,
590541,,med_798,,
587460,,,,
579957,,,,
579948,,,,
586296,,,,
582106,,,,
581841,,,,
583031,,,,
593639,,,,
581619,,,,
580366,,,weak_495,
580163,,,weak_495,1
583182,,,,
581261,,,,
576932,,,,
575230,,,,
578975,,,,
587413,,,,
587241,,,,
591068,,med_800,,1
591082,,med_800,,
590600,,,,
590574,,med_799,,1
589155,,,,
592430,,med_802,,1
582007,,,,
593284,,,,
590239,,,,
582743,,,,
579956,,med_801,,
584844,,,,
594562,,,,
579039,,,,
590367,,,,
583611,,,,
583939,,,,
589165,,,,
576483,,,,
583251,,,,
579974,,,,
586928,,,,
583766,str_472,med_797,weak_371,1
582180,str_471,med_796,,1
582116,str_470,med_795,,1
582689,str_470,med_795,,
582716,str_471,med_796,,
583814,str_472,med_797,,
587325,,,,
579035,,,,
579060,,,,
578422,,,,
576651,,,,
579392,,,,
577644,,,,
577364,,,,
583810,,,,
595022,,,,
594966,,,,
583536,,,,
590613,,,,
590538,,med_799,,
589758,,,,
592087,,,,
592233,,,,
583390,,,,
584220,,,,
577266,,,,
575438,,,,
576986,,,,
588183,,,,
590609,,,,
590562,,med_799,,
585675,,,,
588583,,,,
577525,,,,
587964,,,,
582305,,,weak_371,1
587889,,,,
576480,,,,
582872,,,,
594506,,,,
575348,,,,
591865,,med_802,,
585307,,,,
581175,,,,
589008,,,,
585879,,,,
587172,,,,
589365,,,,
579003,,,,
581927,,,,
594053,,,,
592634,,,,
577418,,,,
586436,,,,
584814,,,,
591790,,,,
576236,,,,
583792,,,,
578469,,,weak_10,
585947,,,,
579744,,,weak_10,1
584315,,,,
588886,,,,
595209,,,,
594736,,,,
593305,,,weak_299,
593317,,med_805,weak_299,1
593117,,med_805,,
585804,,,,
579341,,,,
576819,,,,
595676,,,,
591889,,,,
590132,,,,
577966,,,,
588586,,,,
589281,,,,
587052,,,,
577939,,med_805,,
582046,,med_803,,1
580677,,med_803,,
590058,,med_804,,1
584050,,med_804,,
590892,,,,
594322,,,,
591615,,,,
594568,,,,
588344,,,,
591279,,,,
591569,,,,
586828,str_473,med_806,,1
586460,str_473,med_806,,
595804,,,,
590120,,,,
592994,,,,
584114,,,,
583729,,med_807,,1
583730,,med_807,,
592078,,,,
583134,,,,
575324,,,,
591543,,,,
582821,,,,
590838,,,,
576177,,,,
585990,,med_806,,
583863,,,,
593322,,,,
587097,,,,
591051,,,,
588522,,med_808,,1
586745,,med_808,,
583695,,,,
588190,,,,
577105,,,,
578449,,,,
589486,,,,
580152,,,,
581558,,,,
577326,str_474,med_809,,1
577278,,,,
585677,,,,
577716,str_474,med_809,,
586536,,,,
588030,str_475,med_810,weak_227,1
588044,,med_810,,
591507,str_475,med_810,,
588833,str_476,med_811,weak_227,1
585743,str_476,med_811,,
583277,,,,
581285,,,,
575307,str_477,med_812,,1
577808,str_477,med_812,,
586159,,,,
594198,,,,
576213,,med_814,,1
576208,str_478,med_814,,1
576217,,med_814,,
576210,,med_814,,
576218,,med_814,,
576214,,med_814,,
576212,,,,
576220,str_478,med_813,,
586349,,,,
586021,,med_815,,1
582874,,,,
582883,,,,
582894,,,,
586287,,med_815,,
593823,,,,
595334,,,,
587069,,,,
575491,,,,
587394,,med_816,,1
585108,,med_816,,
584017,,,,
582137,,,,
585271,,,,
590351,,,,
582464,,,,
576461,,,,
582359,,,,
578383,,,,
577181,,,,
587005,,,,
586994,,,,
583227,,,,
580679,,,,
586327,,,,
585718,,,,
595643,,,,
595641,,,,
590711,,,,
585232,,,,
584918,,,,
578673,,,,
582281,,,,
586672,,,,
594673,,,,
594608,,,,
596013,,,,
595359,str_479,med_817,weak_297,1
595351,str_480,med_818,weak_297,1
593604,str_479,med_817,,
593559,str_480,med_818,,
582489,,,,
576724,,,,
584735,,,,
580607,,,,
585788,,med_819,,1
585786,,,,
585785,,med_819,,
593978,,,,
585782,,,,
580309,,,,
588947,,,,
591269,,,,
583094,,,,
583274,,med_820,,1
583248,,,,
583912,,med_820,,
595691,,,,
584523,str_481,med_821,,1
576496,str_481,med_821,,
578895,,,,
592517,,,,
592501,,,,
580240,,,,
593492,str_482,med_822,,1
595346,str_482,med_822,,
595317,str_482,med_822,,
593539,str_482,med_822,,
592000,,,,
593275,,,,
590859,,,,
582862,,,,
595619,,,,
590481,,,,
594429,,,,
594986,,,weak_44,
578627,,,weak_44,1
584283,,,,
583312,,,,
583348,,,,
575554,,,,
591023,,,,
595331,,,,
580724,,,,
593232,,,,
586824,str_483,med_823,,1
576793,,,,
587685,,,,
580622,,,,
586451,str_483,med_823,,
594211,,,,
585141,,,,
579443,,,,
585792,,,,
583275,,,,
585044,str_484,med_824,,1
584949,str_484,med_824,,
592656,,,,
585281,,,,
577483,,,,
582269,,,,
584305,,,,
591640,,,,
584103,,med_824,,
585984,str_483,med_823,,
582572,str_485,med_825,,1
583529,str_485,med_825,,
595401,,,,
595393,,,,
580861,,med_825,,
587542,str_486,med_826,,1
586494,str_486,med_826,,
594441,,,,
578996,str_488,med_828,,1
596011,,,,
588472,,,,
589657,,,,
577174,,,,
594401,str_487,med_827,,1
591628,str_487,med_827,,
582503,,,,
582360,,,,
583205,,,,
582893,,,,
588192,,,,
585216,,,,
584074,,,,
590760,,,,
592511,,,,
589665,,,,
585906,,,,
588176,,,,
586048,,,,
576963,,,,
586145,str_486,med_826,,
587844,,,,
587817,,,,
578900,str_488,med_828,,
585745,str_489,med_829,,1
588834,str_489,med_829,,
576062,,,,
579822,,,,
575570,,,,
594123,,,,
585342,,,,
589321,,,,
593224,,,,
576988,,,,
592494,,,,
587442,,,,
585052,,,,
590506,,,,
594567,,,,
579843,,,,
590775,,,,
586099,,,,
595416,,,,
585109,,,,
583933,,,,
585725,,,,
583951,,,,
594507,,,,
583983,,,,
584676,,,,
582558,,,,
593118,,,,
589569,,,,
593818,,,,
593685,,,,
588938,,,,
592757,str_490,med_830,,1
592518,,,,
595006,,,,
580004,,,,
591968,str_490,med_830,,
592960,,,,
590201,,,,
592536,,,,
594849,,,,
580651,,,,
582400,,,,
580631,,,,
588533,,med_831,,1
588470,,med_831,,
577853,,,,
584922,,,,
578119,,,,
578124,,,,
591653,,,,
594418,,,,
589962,,,,
578074,,,,
588435,,,,
582077,str_491,med_832,,1
582091,str_492,med_833,,1
579113,str_491,med_832,,
579107,str_493,med_834,,1
579117,str_492,med_833,,
582066,str_492,med_833,,
582054,str_493,med_834,,
579099,,med_832,,
576023,str_496,med_837,,1
576004,,,,
576009,str_495,med_837,,1
576011,str_494,med_837,,1
576036,str_494,med_835,,
576012,str_495,med_836,,
576032,str_495,med_836,,
576026,str_494,med_835,,
576021,str_496,med_837,,
576018,,med_837,,
587616,,,,
593190,,,,
577618,,,,
583437,str_499,med_840,,1
583427,str_497,med_840,,1
583458,str_498,med_839,,1
583423,str_497,med_838,,
583451,str_498,med_839,,
583432,str_497,med_838,,
583402,,med_840,,
583407,,med_840,,
583398,,med_840,,
583443,str_499,med_840,,
577875,,med_841,,1
577973,,med_841,,
588529,,,,
578386,,,,
587150,,,,
587143,,,,
585678,,,,
582551,str_500,med_842,,1
583671,str_500,med_842,,
589085,,,,
577508,,med_842,,
582891,,,,
588939,,,,
589361,,,,
576768,,,,
577701,,,,
577569,,,,
576670,,,,
576668,,,,
586972,,,weak_132,
586977,,,weak_132,1
586982,,,,
575658,,,weak_460,
596393,,,,
575608,,,weak_460,1
575479,,,weak_375,1
579882,,,,
579120,,,,
596000,,,,
584634,,,,
592210,,,,
588493,,,,
582399,,,,
582386,,,,
586788,,,,
576816,,,,
587055,,,,
588490,,med_843,,1
586760,,med_843,,
586861,,,,
585190,,,,
585133,,,,
585094,,,,
593749,,,,
584897,,,,
577678,,,,
586909,,,,
586281,,,,
579511,,,,
586943,,,,
583652,,,,
592932,,,,
584622,,,,
588484,,,,
588775,,,,
581884,str_501,med_844,,1
581857,,med_844,,
581874,str_501,med_844,,
581875,,,,
581847,,med_844,,
581858,str_502,med_845,,1
581868,,med_844,,
581869,,med_844,,
581886,,med_844,,
581877,,,,
581871,str_504,med_847,,1
581862,str_503,med_846,,1
581860,str_502,med_845,,
581850,,med_844,,
581880,str_503,med_846,,
581854,str_504,med_847,,
581864,str_502,med_845,,
581852,str_502,med_845,,
583510,,,,
577093,,,,
577381,,,,
584412,,,,
587256,,,,
587255,,,,
587252,,,,
585012,,,,
585016,,,,
585006,,,,
578962,,,,
595323,,,,
595742,,,,
582350,,,,
582322,,,,
582337,,,,
588497,,,,
586991,,,,
591784,,,,
595719,,,,
594572,,,,
580126,,,,
582915,,,,
582529,str_505,med_848,,1
583630,str_505,med_848,,
589024,,,,
589000,,,,
575425,,,,
584192,,,,
587868,,,,
577947,,,weak_103,
584371,,,,
584367,,,weak_103,1
584326,,,,
579379,,,,
580765,,,,
594694,,,,
580542,,,,
576514,,,,
577744,,,,
583800,,,,
595647,,,,
587470,,,,
590871,,,,
594330,,,,
594327,,,,
589839,,,,
577530,,,,
596354,,,,
586408,,,,
589355,,,,
588023,,,,
583769,,,,
583767,,,,
583765,,,,
589626,,,,
589632,,,,
581936,,,,
581933,,,,
585160,,,,
585145,,,,
585135,,,,
581934,,,,
585760,,,,
594068,,,,
594258,,,,
594070,,,,
593390,,,,
593572,,,,
593396,,,,
595557,,,,
594141,,,,
594247,,,,
594073,,,,
593541,,,,
594243,,,,
593536,,,,
593385,,,,
594136,,,,
594130,,,,
595537,,,,
595512,,,,
589354,,,,
589125,,,,
589121,,,,
589116,,,,
589637,,,,
589351,,,,
584840,,,,
588248,,,,
588275,,,,
591583,,,,
575598,,,,
580943,,,,
580786,,,,
578828,,,,
580996,,,,
581134,,,,
579565,,med_849,,1
579549,,med_849,,
587382,,,,
576662,,,,
579674,,,,
577307,str_506,med_850,,1
578304,,,,
583689,,,,
578936,,,,
578792,,,,
595266,,,,
577637,,,,
578273,,,,
579170,,,,
578876,,,,
579736,,,,
578963,,,,
593204,,,,
587002,,,,
582857,,,,
580891,,,,
582505,,,,
582329,,,,
582839,,,,
583216,,,,
587427,,,,
578680,,,,
586549,,,,
578709,,,,
584358,,,,
581918,,,,
592488,,,,
578288,,,,
584437,,,,
584132,,,,
581049,,,,
593871,,,,
578421,,,,
578613,,,,
580731,,,,
576951,,,,
582892,,,,
582864,,,,
577734,str_506,med_850,,
589525,,med_851,,1
587315,,med_851,,
595542,,,,
579951,,,weak_159,
578784,,,,
579778,,,,
575407,,,,
575766,,,,
575421,,,,
575777,,,,
575413,,,,
576290,,,,
576288,,,,
576147,,,,
575814,,,,
576153,,,,
576149,,,,
576289,,,,
576328,,,,
576329,,,,
576326,,,,
578980,,,,
578971,,,,
578968,,,,
588082,,,,
579171,,med_852,weak_159,1
580214,,med_852,,
576500,,,,
580968,,,,
583874,,,,
592883,,,,
594059,,,,
594867,,,,
593186,,,,
595293,,,,
590808,,,,
577693,,,,
592821,,,,
593008,,,,
587076,,,,
585601,,,,
587073,,,weak_482,
585591,,,,
587070,,med_854,weak_482,1
585585,,med_854,,
578073,,med_855,,1
587234,,med_855,,
577121,,med_856,,1
577118,,med_856,,
586709,,,,
594847,,,,
579356,,,,
593459,,,,
588278,,,,
588245,,,,
588237,,,,
592015,,,,
589405,,,,
580085,,,,
591962,,,,
579289,,,,
594315,,,,
594280,,,,
585567,,,,
587044,,,,
592275,str_507,med_853,,1
592272,str_507,med_853,,
592972,,,,
592627,,,,
585209,,,,
580372,,,,
591622,,,,
593661,,,,
595198,,,,
580721,,,,
590585,,,,
580515,,,,
588193,,,,
584347,,,,
584701,,,,
587086,,,,
580913,,,,
591020,str_508,med_857,,1
594505,,,,
580042,,,,
591276,,,,
596431,,,,
594876,,,,
595907,,,,
585294,,,,
579018,,,,
575369,,,,
595082,,,,
579196,,,,
595241,,,,
591734,,,,
583664,,,,
584248,,,,
590620,,,,
582158,,med_858,,1
586002,,,,
590744,,,,
591022,str_508,med_857,,
584952,,med_858,,
594842,,,,
582949,,,,
585483,,,,
589731,,,,
596366,,,,
596357,,,,
579880,,,,
583721,,,,
588452,,,,
583149,,,,
575466,,,,
589746,,,,
592927,str_509,med_859,,1
592055,,med_859,,
595020,str_509,med_859,,
588786,str_509,med_859,,
583563,,,,
594688,,,,
590674,,,,
578189,,,,
580016,,,,
580508,,,,
583796,,,,
577143,,,,
585885,,,,
589752,,,,
587556,,,,
586662,,,,
580573,,,,
581994,,,,
576061,,,,
584154,,,,
589082,,,,
589621,,,,
592042,,,,
577209,,,,
592024,,,,
578248,,,,
592714,,,,
584215,,,,
584213,,,,
579724,,,,
591853,,,,
579648,,,,
579698,,,,
579728,,,,
579731,,,,
579705,,,,
578455,,,,
578450,,,,
578442,,,,
578511,,,,
586196,,,,
591150,,,,
575194,,,,
592021,str_510,med_860,,1
592926,str_510,med_860,,
594993,str_510,med_860,,
588773,str_510,med_860,,
595388,,,,
594548,,,,
581904,,,,
583625,,,,
591352,,,,
594079,,,,
577696,,,,
576430,,med_862,,1
575371,,med_862,,
592621,,med_861,,1
575590,,,,
575259,,,,
578795,,,,
592058,,med_861,,
578658,,med_863,weak_286,1
587719,,,weak_286,1
576516,,med_863,,
587718,,med_863,,
595627,str_511,med_864,,1
581720,str_511,med_864,,
583112,,,,
583078,,,,
595559,,,,
587131,,,,
587122,,,,
583144,,,,
577145,,,,
584140,,,,
579930,,,,
579904,,,,
579950,,,,
575770,,,,
594816,,,,
592818,,,,
580470,,med_865,,1
582813,,,,
588232,,,,
580469,,med_865,,
584612,,,,
586837,,,,
586230,,,,
586479,,,,
584462,,,,
584943,,,,
584901,,,,
585410,,med_866,,1
592777,,,,
584510,,,,
586531,,,,
584109,,,,
586007,,,,
580701,,,,
587973,,,,
585408,,med_866,,
596513,,,,
590736,,,,
584094,,,,
589762,,,,
584916,,,,
583467,,,,
585649,,,,
592826,,med_869,,1
590051,,,,
592463,,,,
592435,,,,
579199,,med_869,,
584799,,,,
590141,,med_868,,1
590138,,med_868,,
583496,,,,
584730,,,,
575723,,,,
589620,,med_867,,1
585442,,med_867,,
594161,,,,
584416,,,,
585539,,,,
585605,,,,
576902,,,,
594728,,,,
594720,,,,
587176,,,,
588614,,,,
593226,,,,
594108,,,,
578949,str_512,med_870,,1
581882,str_512,med_870,,
587749,,,,
579599,,,,
580402,,,,
595505,str_513,med_871,,1
595501,str_513,med_871,,
581582,str_514,med_872,,1
575862,,,,
575875,,,,
578818,,,,
585453,,,,
579569,,,,
579586,,,,
586922,,,,
584057,,,,
589384,,,,
594755,,,,
581551,str_514,med_872,,
590513,,,,
579450,,,,
593181,,,weak_366,
579237,,,weak_366,1
580971,,,,
587113,,,,
595481,,,,
584545,,,,
583130,,,,
579202,,,,
593534,,,,
588332,,,,
582152,str_515,med_873,,1
584102,,,,
579169,str_515,med_873,,
582320,,,,
580398,,,,
581319,,,,
595500,,,,
575667,,,,
579754,,,,
585537,,,,
578825,,,,
579579,,,,
579567,,med_874,,1
586919,,med_874,,
586231,,,,
586003,,,,
594062,,,,
575361,,,,
581202,,,,
583641,,,,
579225,,,,
579429,,,,
591688,,,,
591690,,,,
582778,,,,
579626,,,,
586402,,,,
587003,,,,
581627,,,,
590626,,,,
590588,,,,
592151,,,,
586027,,,,
587577,,,,
579352,,,,
594366,,,,
590314,,,,
594969,,,,
585663,,,,
588696,,,,
588728,,,,
595314,,,,
592555,,,,
596206,,med_877,,1
593965,,,,
582045,,,,
584407,,,,
584430,,,,
589366,,,,
584447,,,,
587991,,med_876,,1
582266,,,,
587512,,,,
581688,,,,
581683,,,,
587465,,med_876,,
581092,,,,
586582,,,,
585954,,,,
580640,,,,
586868,str_516,med_875,,1
586896,str_516,med_875,,
591952,,,,
595863,,med_877,,
580586,,,,
578446,,,,
589253,,,,
576454,,,,
589154,,,,
589197,,,,
578539,,,,
592856,,,,
588530,,,,
582830,,,,
578546,,,,
578278,,,weak_445,
580933,,,weak_445,1
577128,,,,
579050,,,,
595789,,,,
591304,,,,
587038,,,,
583550,,,,
586808,str_517,med_878,,1
586429,,med_878,,
585579,str_517,med_878,,
590568,,,,
589046,,,,
589821,,,,
575380,,,,
575319,,,,
584566,,,,
593917,,,,
591939,,,,
586058,,,,
579529,,,,
587507,,,,
577895,,,,
588634,,,,
575323,,,,
585022,,,,
583886,,,,
584016,,,,
576362,,,,
594747,,med_879,,1
594259,,med_879,,
575792,,,,
575993,,,,
576849,,,,
584308,,,,
579562,,,,
588724,,,,
594799,,,,
593012,,,,
587886,,,,
588837,,,,
590190,,,,
591654,,,,
592381,,,,
590728,,,,
592397,,,,
579621,,,,
592725,,,,
577726,,,,
593953,,,,
583416,,,,
588827,,,,
576620,,,,
582480,,,,
588729,,,,
579764,,,,
586134,,,,
579833,,,,
591039,,,,
591035,,,,
595116,,med_884,,1
595109,,med_884,,
595106,,med_884,,
583813,,,,
579980,,,,
578328,,,,
585946,,,,
578800,,,weak_219,
592724,str_518,med_880,,1
592717,,med_880,weak_165,
592756,,,,
592723,,,,
592761,str_518,med_880,,
592764,,,weak_165,1
592720,,med_880,,
592767,str_518,med_880,,
592727,str_518,med_880,,
592711,str_518,med_880,,
594389,,,,
595921,str_519,med_881,,1
595919,str_519,med_881,,
595912,str_519,med_881,,
595908,str_519,med_881,,
595904,str_519,med_881,,
595901,str_520,med_882,,1
595897,str_520,med_882,,
595890,,med_881,,
595884,str_519,med_881,,
595882,str_520,med_882,,
577993,,,,
593841,,,,
595822,,,,
595100,,,,
579961,,,,
595098,,,,
596149,,,,
592731,,,,
578555,,,,
594185,,,,
586138,,,,
581463,,,,
579047,,,,
593195,,,,
578345,,,,
586155,,,,
583999,,,,
586300,,,,
593728,,,,
596403,,,weak_219,1
585890,,,,
589673,,,,
586908,,,,
578702,,,,
594721,,,,
594689,,,,
582693,,,,
582702,,,,
580592,,,,
580574,,,,
592849,str_521,med_883,,1
592844,str_521,med_883,,
592847,str_521,med_883,,
578353,,med_885,,1
585932,,,,
594287,,,weak_290,
596408,,,,
589549,,,,
579678,,,,
595487,,,,
595442,,,weak_290,1
587074,,,,
579858,,,,
594320,,,,
580306,,,,
580195,,,,
595684,,,,
580230,,,,
586274,,,,
580554,,,,
578352,,med_885,,
586077,,,,
576104,,,,
582023,,,,
584173,,,,
590849,,,,
592439,,,,
586106,,,,
584664,,,,
589570,,,,
593231,,,,
593309,,,,
586125,,,,
592793,,,,
579133,,,,
580538,,,,
580559,,,,
575418,,,,
596308,str_522,med_886,,1
591316,str_522,med_886,,
591500,,,,
581956,,,,
581960,,,weak_275,
581979,,,weak_275,1
581967,,,,
581562,,,,
582031,,,,
578423,,,,
578432,,,,
582145,str_523,med_887,,1
582703,str_523,med_887,,
583368,,,,
582499,,,,
576418,,,,
583513,,,,
588809,,,,
595939,,,,
577246,,,,
576560,,med_889,,1
583283,,med_889,,
594848,,,,
576713,,,,
579749,,,,
578184,,,,
580301,,,,
579727,,,,
590345,,med_888,,1
576354,,med_888,,
576349,,,,
576357,,,,
590452,,,,
590507,,,,
595189,,,,
587784,,,,
578457,,,,
590743,,,,
587895,,,,
587758,,,,
589200,,,,
581361,,,,
584890,,,,
585357,,,,
589102,,,,
579555,,,,
582484,str_524,med_890,,1
583100,str_524,med_890,,
584553,,,,
592342,,,,
592349,,,,
584301,,,,
590559,,,,
585894,,,,
591979,,,,
591645,,med_891,weak_160,1
591652,,med_891,,
587930,,,weak_160,1
586951,,,weak_46,1
584505,,,,
578928,,,,
586239,,,,
582965,,,,
595375,,med_892,,1
596530,,med_896,,1
595234,,med_892,,
595204,,med_892,weak_81,
596526,,med_896,,
596523,,med_894,weak_81,1
596519,,med_894,,
584994,,,,
579124,,med_895,,1
578259,,med_895,weak_167,
579114,,med_895,,
575589,,,,
590921,,med_895,,
590934,,,weak_167,1
582351,,,,
591855,,,,
591947,,,,
592871,,,,
587894,,,,
590156,,,,
582226,,,,
585666,,,weak_231,
584119,,,weak_231,1
592335,,,,
592216,,,,
593220,,,,
596127,,med_893,,1
594628,,med_893,,
581382,,med_899,,1
576068,,med_900,weak_22,1
581386,str_526,med_898,,1
576064,,,,
575447,,,,
577132,,,,
577150,,,,
578006,,,,
578016,,,,
583669,,,,
584684,,,,
596534,,,,
593803,,,,
576019,str_525,med_900,,1
576015,,med_901,,1
581273,,,weak_22,1
581265,,med_898,,
589711,,,,
595686,,,,
577340,,,,
577363,,,,
581901,,,,
592057,,,,
589211,,,,
577115,,,,
577135,,,weak_187,
577030,,,,
575546,,,,
575967,,med_901,,
575970,str_525,med_897,,
580629,str_526,med_898,,
580626,,med_899,,
577740,,,weak_187,1
577755,,,,
596211,,,,
594574,,,,
585618,,,,
577315,str_527,med_902,,1
576383,,,,
576983,,,,
575329,,,,
594901,,,,
577267,str_527,med_902,,
579902,,,,
575850,,,,
591178,,,,
591161,,,,
584489,,,,
587296,,,,
582914,,,,
590109,,,,
590102,,,,
583060,,,,
581130,,,,
579813,,,,
590323,,,,
591517,,,,
582395,,,,
585731,,,,
578394,,,,
577707,str_527,med_902,,
592526,,,,
595112,,,,
587492,,,,
579249,,,,
593698,,,,
588907,,,,
586872,,,,
594383,,,,
595525,,,,
586395,,,,
583015,,,,
588105,,,,
595001,,,,
596070,,,,
594974,,,,
581225,,,,
595458,,,,
591158,,,,
581691,,,,
577882,,,,
581439,,,,
583173,,,,
594484,,,,
593573,,,,
584150,,,,
595625,,,,
594555,,,,
576908,,,,
576380,,,,
575404,,,,
588415,,,,
594595,,,,
578021,,,,
578228,,,,
580874,,,,
576540,,,,
577020,,,,
584568,,,,
577229,,,,
595903,,,,
592328,,,,
592788,,,weak_192,
591345,str_528,med_903,,1
591330,str_529,med_904,,1
591354,,med_903,,
591361,str_528,med_903,,
591342,str_530,med_905,,1
591334,,med_904,,
591344,,med_903,,
591326,str_529,med_904,,
591317,str_530,med_905,,
591328,str_530,med_905,,
593027,,,,
591802,,,,
593549,,,,
594421,,,weak_192,1
594304,,,,
594236,,,,
582488,,,weak_316,
592183,,,,
593215,,med_906,,1
593635,,,weak_352,
592635,,,,
594792,,,,
594353,,,weak_352,1
595704,,,,
591663,,,,
577052,,,weak_316,1
593213,,med_906,,
592855,,,,
592861,,,,
592866,,,,
591006,,,,
590979,,,,
594774,,,,
593308,,,,
591327,,,,
589223,,,,
591509,,,,
575472,,,,
587672,,,,
586609,,,,
593723,,,,
582436,,,,
575365,,,,
582422,,,,
582409,,,,
575347,,,,
575311,,,,
575328,,,,
584963,,,,
592247,,,,
585525,,,,
596405,,,,
580022,,,,
576063,,,,
592344,,,,
585837,,,,
591987,,,weak_146,
591993,,,weak_146,1
582479,,,,
583084,,,,
583600,str_531,med_907,,1
583604,str_531,med_907,,
592022,,,,
592010,,,,
592013,,,,
582155,,,,
590436,,,,
579127,,,,
581009,,,,
592456,,,,
578301,,,,
593681,,,,
595105,,,,
586360,,,,
583732,,,,
586792,,,,
589075,,,,
594529,,,,
582289,,,,
584100,,,,
582591,str_532,med_908,,1
582384,,,,
583570,str_532,med_908,,
582967,,,,
580805,,med_908,,
584124,,,,
586232,,,weak_32,
578737,,,,
586783,str_533,med_909,,1
581708,str_533,med_909,,
578309,,,,
580726,,,,
589901,,,,
589739,,,,
589181,,,,
578272,,,,
580593,str_533,med_909,,
579372,,,,
586215,,,weak_32,1
586219,,,,
579366,,,,
587077,,,,
581002,,,,
589879,,,,
586978,,,,
575268,,,,
580544,str_533,med_909,,
579865,,,,
577408,,,,
577631,,,,
588721,,,,
594909,,,,
591913,,,,
592918,,,,
591565,,,,
579399,,,,
579859,,,,
577262,,,,
594681,,,,
587373,,,,
580738,,,,
594470,,,,
592103,,med_912,,1
592276,,med_911,,1
591181,,med_912,,
590909,,,,
590498,,med_911,,
590521,str_534,med_911,,1
590554,str_534,med_910,,
590577,,med_911,,
586098,,,,
587901,,,,
586608,,,,
585344,,,,
578879,,,,
588501,,med_914,,1
593252,,,,
584991,str_535,med_913,,1
596484,,,,
592719,,,,
582284,,,,
594397,,,,
586294,,,,
579242,,,,
590055,,,,
587851,,,,
589017,,,,
586143,,,,
594875,,,,
594820,,,,
580415,,med_915,weak_420,1
587711,,med_915,weak_384,
581457,,,,
576748,,,,
589512,,,,
584946,str_535,med_913,,
586366,,,,
584932,,med_913,,
585654,,,,
590291,,,,
586851,,med_914,,
578777,,,,
596025,,,,
580414,,,weak_420,1
587709,,,weak_384,1
596495,,,,
581150,,,,
594357,,,,
586965,,,,
594018,,,,
579718,,,,
592672,,,,
591818,,,,
583996,,,,
594656,,,,
576811,,,,
596295,,,,
596480,,,,
582282,,,,
596208,,med_916,,1
593217,,,,
584270,,,,
595136,,,,
596190,,,,
595867,,med_916,,
575661,,,,
586586,,,,
590265,,med_918,,1
590223,,med_918,,
592834,,,,
583383,str_536,med_917,,1
581795,,,,
580378,,,,
579296,,,,
586105,,,,
579076,,,,
583349,str_536,med_917,,
586631,,,,
595279,,,,
589452,,,weak_376,
591291,,,,
586774,,,,
589924,,,,
586750,,,weak_376,1
591927,,,,
589087,,,,
593902,,,,
588061,,,,
595618,,,,
588198,,,,
589857,,,,
595373,,,,
582041,,,,
594445,,,,
578986,,,,
588761,,,,
594199,,,,
577005,,,,
594786,,,,
592172,,,,
592390,,,,
593487,,,,
587677,,,weak_506,
595905,,,,
584265,,,,
577270,,,,
595993,,,,
586461,,,,
594807,,,,
592907,,,,
579921,,,,
577586,,,,
578104,,,,
578114,str_537,med_919,,1
578111,str_537,med_919,,
588925,,,,
588822,str_538,med_920,,1
592181,str_538,med_920,,
578969,,,,
595750,,,,
580657,,,,
587676,,,weak_506,1
591262,,,,
596363,,,,
586677,,,,
577847,,,,
588324,,,,
587446,str_539,med_921,,1
575692,,,,
589311,,,,
594576,,,,
575865,,,,
581132,,,,
594699,,,,
575241,,,,
584375,,,,
587335,str_539,med_921,,
595511,,,,
581341,,,,
579334,,,,
594133,,,,
592281,,med_922,,1
581435,,med_922,,
581315,,,,
593745,,,,
593973,,,,
594644,,,,
576056,,,,
576048,,,,
576067,,,,
585042,,,,
585007,,,,
579051,,,,
583953,,,,
579052,,,,
579056,,,,
585024,,,,
583958,,,,
